course,episode,lesson,infinitive,part of speech,audio,japanese,example
Friends Season 1,11,1,to be a blast,p.v.,17 shes a blast.mp3,一緒にいて楽しい人,"Ross: Come on, Chandler, I love your mom. I think she's {{c1::a blast::一緒にいて楽しい人}}."
Friends Season 1,11,1,to be arrested,p.v.,18 being arrested.mp3,逮捕される,Jay Leno: Now what is this about you–you {{c1::being arrested::逮捕される}} in–in London? What is that all about?
Friends Season 1,11,1,to beam (with pride),p.v.,19 beaming.mp3,誇らしげに微笑む,"Chandler: Shh-shh, I’m busy {{c1::beaming::誇らしげに微笑んでいる}} with pride."
Friends Season 1,11,1,to be intimate with,p.v.,20 been intimate with.mp3,親しくなる,"Mrs. Bing: This is kind of embarrassing, but occasionally... After I've {{c1::been intimate with::親しくなった}} a man..."
Friends Season 1,11,1,a craving,n.,21 craving.mp3,切望する,Mrs. Bing: I just get this {{c1::craving::切望する}} for Kung Pao Chicken.
Friends Season 1,11,1,a book tour,n.,22 book tour.mp3,本を宣伝するためのツアー,"Jay Leno: Alright, so now you're doing this whole {{c1::book tour::本を宣伝するためのツアー}} thing, how is that going?"
Friends Season 1,11,1,to burst into flames,p.v.,23 burst into flames.mp3,火だるまになる,Chandler: And then he {{c1::burst into flames::火だるまになる}}.
Friends Season 1,11,2,Congress,n.,24 Congress.mp3,アメリカの国会,Monica: Let's see. {{c1::Congress::アメリカの国会}} is debating a new deficit reduction bill...
Friends Season 1,11,2,the deficit,n.,25 deficit.mp3,赤字,Monica: Let's see. Congress is debating a new {{c1::deficit::赤字}} reduction bill...
Friends Season 1,11,2,a bill,n.,26 bill.mp3,法案,Monica: Let's see. Congress is debating a new deficit reduction {{c1::bill::法案}}...
Friends Season 1,11,2,fares,n.,27 fares.mp3,運賃,"Monica: ...The mayor wants to raise subway {{c1::fares::運賃}} again. The high today was forty-five. And oh, teams played sports."
Friends Season 1,11,2,the high,n.,28 the high.mp3,最高気温,"Monica: ...The mayor wants to raise subway fares again. {{c1::The high::最高気温}} today was forty-five. And oh, teams played sports."
Friends Season 1,11,2,come out of (your) shell,p.v.,29 come out of your shell.mp3,内気だった人がもっと社交的になる,"Chandler: Well, I think you need to {{c1::come out of::内気だった人がもっと社交的になる}} your {{c1::shell::}} just a little."
Friends Season 1,11,2,a dive,n.,30 dive.mp3,いかがわしい溜まり場,Ross: What is this {{c1::dive::いかがわしい溜まり場}}? Only you could've picked this place.
Friends Season 1,11,2,to do shots,p.v.,31 doing shots.mp3,ショットを飲む,--Mrs. Bing: Who's {{c1::doing shots::ショットを飲む}}? --Monica: Yeah. Hit me.
Friends Season 1,11,2,Hit me.,expr.,32 hit me.mp3,誘いにのるときの表現,--Mrs. Bing: Who's doing shots? --Monica: Yeah. {{c1::Hit me::誘いにのるときの表現}}.
Friends Season 1,11,2,to lose track of (time),p.v.,33 lost track of time.mp3,時間が経つのを忘れる,"Rachel: Hi! Sorry, sorry we're late, we, uh, kind of just, you know, {{c1::lost track of time::時間が経つのを忘れていた}}."
Friends Season 1,11,2,to appraise,v.,34 appraise.mp3,鑑定する,Ross: Anyone want me to {{c1::appraise::鑑定する}} anything?
Friends Season 1,11,2,to throw in ,p.v.,35 throw in.mp3,放り込む,"Mrs. Bing: Oh, please, honey, listen, if I can do it, anybody can. You just start with half a dozen European cities, {{c1::throw in::放り込む}} thirty euphemisms for male genitalia, and bam—you have got yourself a book!"
Friends Season 1,11,2,a euphemism,n.,36 euphemisms.mp3,婉曲表現,"Mrs. Bing: Oh, please, honey, listen, if I can do it, anybody can. You just start with half a dozen European cities, throw in thirty {{c1::euphemisms::婉曲表現}} for male genitalia, and bam—you have got yourself a book!"
Friends Season 1,11,2,genitalia,n.,37 genitalia.mp3,性器,"Mrs. Bing: Oh, please, honey, listen, if I can do it, anybody can. You just start with half a dozen European cities, throw in thirty euphemisms for male {{c1::genitalia::性器}}, and bam—you have got yourself a book!"
Friends Season 1,11,2,to turn pages,p.v.,38 turn three hundred and twenty five pages.mp3,ページをめくる,"Mrs. Bing: People will not {{c1::turn::ページをめくる}} three hundred and twenty-five {{c1::pages::}} for a Paolo. Come on, the guy's a secondary character, just uh, you know, a complication you eventually kill off."
Friends Season 1,11,2,a complication,n.,39 a complication.mp3,複雑にする要因,"Mrs. Bing: People will not turn three hundred and twenty-five pages for a Paolo. Come on, the guy's a secondary character, just uh, you know, {{c1::a complication::複雑にする要因}} you eventually kill off."
Friends Season 1,11,2,to kill off,p.v.,40 kill off.mp3,殺して無くす,"Mrs. Bing: People will not turn three hundred and twenty-five pages for a Paolo. Come on, the guy's a secondary character, just uh, you know, a complication you eventually {{c1::kill off::殺して無くす}}."
Friends Season 1,11,3,to discuss,v.,41 discussed.mp3,話し合う,"Ross: Uh... Well, Joey and I had {{c1::discussed::話し合っていた}} getting in an early morning racquetball game. But, um, apparently, somebody overslept."
Friends Season 1,11,3,early morning,n.,42 early morning.mp3,早朝,"Ross: Uh... Well, Joey and I had discussed getting in an {{c1::early morning::早朝}} racquetball game. But, um, apparently, somebody overslept."
Friends Season 1,11,3,to oversleep,v.,43 overslept.mp3,寝坊する,"Ross: Uh... Well, Joey and I had discussed getting in an early morning racquetball game. But, um, apparently, somebody {{c1::overslept::寝坊した}}."
Friends Season 1,11,3,to restring,v.,44 being restrung.mp3,張り替える,"Ross: No, no I don't, because it's {{c1::being restrung::張り替えられている}}. Somebody was supposed to bring me one."
Friends Season 1,11,3,scum,n.,45 scum.mp3,人間のクズ,"Ross: Okay, I'm {{c1::scum::人間のクズ}}. I'm {{c1::scum::人間のクズ}}."
Friends Season 1,11,3,a jockstrap,n.,46 a jockstrap.mp3,局部を守るためのサポーター,Joey: Uh... He's not even wearing {{c1::a jockstrap::局部を守るためのサポーター}}!
Friends Season 1,11,3,to stop by,p.v.,47 stop by.mp3,立ち寄る,"Phoebe: Nothing, I just thought I'd {{c1::stop by::立ち寄る}}. You know, after the uh, that I… you know, so what are you doing here?"
Friends Season 1,11,3,to drop off,p.v.,48 drop these off.mp3,物を置いていく,"Monica: I'm not really here. Just thought I'd {{c1::drop::物を置いていく}} these {{c1::off::}}, on the way. My way. Do you um, come here a lot? Without me?"
Friends Season 1,11,3,tricky,adj.,49 tricky.mp3,扱いにくい,"--Chandler: You knew about this? --Joey: Uh... you know, knowledge is a {{c1::tricky::扱いにくい}} thing."
Friends Season 1,11,3,to slam the door,p.v.,50 slam the door.mp3,ドアをバタンと閉める,Chandler: You gotta let me {{c1::slam the door::ドアをバタンと閉める}}!
Friends Season 1,11,4,to give it a shot,p.v.,51 give it a shot.mp3,挑戦する,"Rachel: Yeah. Thought I'd {{c1::give it a shot::挑戦する}}. I'm still on the first chapter. Now, do you think his love stick can be liberated from its denim prison?"
Friends Season 1,11,4,to liberate,v.,52 liberated.mp3,解放する,"Rachel: Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his love stick can be {{c1::liberated::解放する}} from its denim prison?"
Friends Season 1,11,4,engorged,adj.,53 engorged.mp3,充血した,"Monica: Yeah, I'd say so. And there's no “J” in “{{c1::engorged::充血した}}.”"
Friends Season 1,11,4,a trick question,n.,54 a trick question.mp3,ひっかけ問題,"Phoebe: Okay, maybe it was {{c1::a trick question::ひっかけ問題}}. Um, Rachel can we do this now?"
Friends Season 1,11,4,a knockout,n.,55 a knockout.mp3,ものすごく綺麗な人,"Joey: Now, here's a picture of my mother and father on their wedding day. Now you tell me she's not {{c1::a knockout::ものすごく綺麗な人}}."
Friends Season 1,11,4,brainwaves,n.,56 brainwaves.mp3,脳波,"Phoebe: You don't have to be awake to be my man./As long as you have {{c1::brainwaves::脳波}} I'll be there to hold your hand./Though we just met the other day, there's something I have got to say."
Friends Season 1,11,4,Freudian,adj.,57 Freudian.mp3,フロイドの,"Chandler: Yes, well, I expect this from her. Okay? She's always been a {{c1::Freudian::フロイドの}} nightmare."
Friends Season 1,11,4,to rehearse,v.,58 rehearsing.mp3,リハーサルをする,Ross: We're {{c1::rehearsing::リハーサルをしている}} a Greek play.
Friends Season 1,11,4,tonsils,n.,59 tonsil.mp3,扁桃腺,"Chandler: That would be a “no.” Look, just because you played {{c1::tonsil::扁桃腺}} tennis with my mom doesn't mean you know her, all right? Trust me, you can't talk to her."
Friends Season 1,11,4,woozy,adj.,60 woozy.mp3,フラフラする,"--Phoebe: Look at you! How do, how do you feel? --Coma Guy: Uh, a little {{c1::woozy::フラフラする}}, but basically okay."
Friends Season 1,11,4,to take care of,p.v.,61 taking care of.mp3,世話をする,Monica: I'm Monica Geller. I've been {{c1::taking care of you::世話をしていた}}.
Friends Season 1,11,5,"to run (intrans., of a machine)",v.,62 running.mp3,エンジンが回る,"Mrs. Bing: Car’s {{c1::running::エンジンが回っている}} downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?"
Friends Season 1,11,5,to that effect,expr.,63 to that effect.mp3,そのような趣旨での,Chandler: You kissed my best Ross! Or something {{c1::to that effect::そのような趣旨での}}.
Friends Season 1,11,5,forbidden,adj.,64 forbidden.mp3,禁じられた,"Ross: Ah, the {{c1::forbidden::禁じられた}} love of a man and his door."
Friends Season 1,11,5,to tell (someone) off,p.v.,65 told her off.mp3,叱りつける,"Joey: Shh! He did it! He {{c1::told::叱りつけた}} her {{c1::off::}}, and not just about the kiss, about everything."
Friends Season 1,11,5,to come back with (in a verbal fight),p.v.,66 came back with.mp3,言い返す,"Joey: Wait. Then she {{c1::came back with::言い返した}} “The question is, when are you gonna grow up and realize I have a bomb?”"
Friends Season 1,11,5,to spell (something) out,p.v.,67 spelling it out for you.mp3,詳しく説明する,"Joey: I don’t know. I've been standing here {{c1::spelling::詳しく説明している}} it {{c1::out::}} for you! I don't hear anything. Oh, wait, wait, wait!"
Friends Season 1,11,5,upside down,adj.,68 upside down.mp3,上下逆さま,"Joey: Hard to tell, they're so tiny and {{c1::upside down::上下逆さま}}. Wait, wait. They're walking away. They're walking away... No, no they're not. They're coming right at us! Run! Run!"
Friends Season 1,11,5,to come right at,p.v.,69 coming right at us.mp3,〜にやってくる,"Joey: Hard to tell, they're so tiny and upside down. Wait, wait. They're walking away. They're walking away... No, no they're not. They're {{c1::coming right at::〜にやってきている}} us! Run! Run!"
Friends Season 1,11,5,kiddo,n.,70 kiddo.mp3,年下にたいする呼びかけ,"Mrs. Bing: You okay, {{c1::kiddo::年下にたいする呼びかけ}}?"
Friends Season 1,11,5,drive safe,expr.,71 drive safe.mp3,気をつけて運転して,"--Mrs. Bing: All right, you be good. --Chandler: {{c1::Drive safe::気をつけて運転して}}."
Friends Season 1,11,5,go down that road,expr.,72 go down that road.mp3,その方向に行く,"Ross: Well, see? So, maybe it wasn't such a bad idea, y'know, me kissing your mom, Huh? Huh? But we don't have to {{c1::go down that road::その方向に行く}}."
Friends Season 1,11,5,to heave,v.,73 heaving.mp3,息遣いの荒い,"Rachel: Okay. Now this is just the first chapter. And I want your absolute honest opinion, okay? Oh, and–and on page two, he's not 'reaching for her “{{c1::heaving::息遣いの荒い}} beasts.”"
Friends Season 1,11,5,a beast,n.,74 beasts.mp3,獣,"Rachel: Okay. Now this is just the first chapter. And I want your absolute honest opinion, okay? Oh, and–and on page two, he's not 'reaching for her “heaving {{c1::beasts::獣}}.”"
Friends Season 1,11,5,a typist,n.,75 typist.mp3,タイピングする人,"Rachel: All right, all right, all right. So I'm not a great {{c1::typist::タイピングする人}}."
Friends Season 1,11,5,to throb,v.,76 throbbing.mp3,ズキズキする,"Ross: Wait, did you get to the part about his “huge {{c1::throbbing::ズキズキしている}} pens?” I’ll tell you, you don't wanna be around when he starts writing with those!"
Friends Season 1,12,1,every third (thing),expr.,1 every third.mp3,3つごとに,"Monica: Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only {{c1::every third::3つごとに}} layer, maybe you could scrape."
Friends Season 1,12,1,to scrape,v.,2 scrape.mp3,表面をけずる,"Monica: Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could {{c1::scrape::表面をけずる}}."
Friends Season 1,12,1,to plunk down,p.v.,3 plunk down.mp3,突き落とす,"Ross: Yeah! You could {{c1::plunk::突き落とす}} me {{c1::down::}} in the middle of any woman’s uterus, no compass, and I can find my way out of there like that!"
Friends Season 1,12,1,uterus,n.,4 uterus.mp3,子宮,"Ross: Yeah! You could plunk me down in the middle of any woman’s {{c1::uterus::子宮}}, no compass, and I can find my way out of there like that!"
Friends Season 1,12,1,like that!,expr.,5 like that.mp3,こんな風に,"Ross: Yeah! You could plunk me down in the middle of any woman’s uterus, no compass, and I can find my way out of there {{c1::like that::こんな風に}}!"
Friends Season 1,12,1,placenta,n.,6 placenta.mp3,胎盤,"Phoebe: Ooh, this is cool...it says in some parts of the world, people actually eat {{c1::the placenta::胎盤}}."
Friends Season 1,12,1,a caterer,n.,7 a caterer.mp3,ケータリング業者,"Monica: Aunt Syl, I did this as a favor, I am not {{c1::a caterer::ケータリング業者}}. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?"
Friends Season 1,12,1,a big step,n.,8 a big step.mp3,大きな一歩,"--Phoebe: Whoo-hoo! First weekend away together! --Monica: Yeah, that’s {{c1::a big step::大きな一歩}}."
Friends Season 1,12,1,a fling,n.,9 a fling.mp3,一時的な恋,"Ross: Wasn't this supposed to be just {{c1::a fling::一時的な恋}}, huh? Shouldn't it be… {{c1::flung::}} by now?"
Friends Season 1,12,1,Immigration,n.,10 immigration.mp3,出入国管理事務所,"Ross: Nauseous, I'm physically nauseous. What am I supposed to do, huh? Call {{c1::Immigration::出入国管理事務所}}? ...I could call {{c1::Immigration::出入国管理事務所}}."
Friends Season 1,12,2,"to send (his/her) (love, regards, etc.)",v.,11 send his or her love.mp3,よろしく言う,"Ross: Hey, hello! Mwah! I have brought all the books, and Monica {{c1::sends::よろしく言う}} her {{c1::love::}}, along with this lasagna."
Friends Season 1,12,2,certainly,adv.,12 certainly.mp3,もちろん,"Carol: Yes, we {{c1::certainly::もちろん}} do, it's going to be..."
Friends Season 1,12,2,folks (meaning parents),n.,13 folks.mp3,両親,"Susan: Alright, who should we call first, your {{c1::folks::両親}}? Or Deb and Rona?"
Friends Season 1,12,2,never mind,expr.,14 nevermind.mp3,気にしないで,Ross: Uh... {{c1::Never mind::気にしないで}}. I don't want to know.
Friends Season 1,12,2,to leave little to the imagination,expr.,15 leave little to the imagination.mp3,想像の余地をほとんど残さない,"Chandler: Well, let's just say the impressions you made in the butter {{c1::left little to the imagination::想像の余地をほとんど残さなかった}}."
Friends Season 1,12,2,to split,v.,16 split.mp3,折半する,"--Joey: Okay, okay. How about if we {{c1::split::折半する}} it? --Chandler: What do you mean? Like, buy it together?"
Friends Season 1,12,2,a commitment,n.,17 commitment.mp3,責任,"Chandler: Well, it's just that it’s a pretty big {{c1::commitment::責任}}, I mean, what if one of us wants to move out?"
Friends Season 1,12,3,to push back (an appointment),p.v.,18 push back.mp3,後ろ倒しになる,Phoebe's Assistant: You’ve got a couple changes in your schedule. Your 4 o’clock herbal massage has been {{c1::pushed back::後ろ倒しになった}} to 4:30 and Miss Summerfield canceled her 5:30 shiatsu.
Friends Season 1,12,3,unprofessional,adj.,19 unprofessional.mp3,プロにふさわしくない,"Phoebe's Assistant: Oh, here comes your three o’clock. I don't mean to sound {{c1::unprofessional::プロにふさわしくない}}, but, yum."
Friends Season 1,12,3,out of sorts,expr.,20 out of sorts.mp3,元気がない,"Phoebe: Nothing, I'm sorry. I'm just... I'm {{c1::out of sorts::元気がない}}."
Friends Season 1,12,3,a place (meaning a store),n.,21 place.mp3,店,"Joey: Hey, Chandler, that table {{c1::place::店}} closes at seven. Come on."
Friends Season 1,12,3,familiar,adj.,22 familiar.mp3,よく知っている,"--Phoebe: All right, you know Paolo? --Ross: I'm {{c1::familiar::よく知っている}} with his work, yes."
Friends Season 1,12,3,to make a move on,p.v.,23 make a move on.mp3,言い寄る,"Phoebe: Well, he {{c1::made a move on::言い寄る}} me."
Friends Season 1,12,3,boy scouts,n.,24 boy scouts.mp3,ボーイスカウト,"Phoebe: Oh, {{c1::boy scouts::ボーイスカウト}} could’ve camped under there."
Friends Season 1,12,3,a moral obligation,n.,25 a moral obligation.mp3,道徳的責任,"Ross: You have to tell her! You have to tell her! It’s your {{c1::moral obligation::道徳的責任}}, as a friend, as a woman, I think it’s a feminist issue! Guys? Guys?"
Friends Season 1,12,3,a feminist issue,n.,26 a feminist issue.mp3,フェミニストの問題,"Ross: You have to tell her! You have to tell her! It’s your moral obligation, as a friend, as a woman, I think it’s {{c1::a feminist issue::フェミニストの問題}}! Guys? Guys?"
Friends Season 1,12,3,to pick,v.,27 pick.mp3,選ぶ,"Joey: Will you {{c1::pick::選ぶ}} one, just {{c1::pick::}} one! Here, how about that one?"
Friends Season 1,12,3,"to suggest (as in ""to bring to mind"")",v.,28 suggest.mp3,連想させる,"Chandler: Oh, so, forget about the birds, but big red insects {{c1::suggests::連想させる}} fine dining!"
Friends Season 1,12,3,fine dining,n.,29 fine dining.mp3,高級料理店,"Chandler: Oh, so, forget about the birds, but big red insects suggests {{c1::fine dining::高級料理店}}!"
Friends Season 1,12,3,to make a pass at,p.v.,30 make a pass at.mp3,言い寄る,Phoebe: Paolo {{c1::made a pass at::言い寄った}} me.
Friends Season 1,12,4,Who cares?,expr.,31 who cares.mp3,誰が気にするものか,"Joey: {{c1::Who cares::誰が気にするものか}}? We’ll eat at the sink! Come on, let's play!"
Friends Season 1,12,4,Heads up!,expr.,32 heads up.mp3,気をつけて！,"Monica: {{c1::Heads up::気をつけて！}}, Ross! Score! You suck!"
Friends Season 1,12,4,to hit on,p.v.,33 hit on.mp3,言い寄る,Phoebe: I'm so embarrassed. I'm the one he {{c1::hit on::言い寄る}}!
Friends Season 1,12,4,to unleash,v.,34 unleash.mp3,解き放つ,"Rachel: Phoebe, I {{c1::unleashed::解き放った}} him on you. If I had never met him, this would have never happened to you!"
Friends Season 1,12,4,"a pig (a greedy, disgusting person [sometimes means a fat person])",n.,35 a pig.mp3,下品なやつ,Rachel: I don't know. Right. He’s the {{c1::pig::下品なやつ}}!
Friends Season 1,12,4,charming,adj.,36 charming.mp3,魅力的な,"Phoebe: Oh! I know! It’s because... he's gorgeous, and he's {{c1::charming::魅力的な}}, and when he looks at you–"
Friends Season 1,12,4,to take it well (or poorly),p.v.,37 take it well.mp3,物事をしっかり受け止める,"Phoebe: I think she {{c1::took it pretty well::物事をしっかり受け止めた}}. You know, Paolo’s over there right now, so..."
Friends Season 1,12,4,to get over there,p.v.,38 get over there.mp3,向こうに行く,Monica: We should {{c1::get over there::向こうに行く}} and see if she’s okay. Just one...second! Score!
Friends Season 1,12,4,to kick (someone's) butt,p.v.,39 kick someones butt.mp3,勝負に勝つ,"Ross: Ah, ooh! Well, looks like, uh, we {{c1::kicked::勝負に勝った}} your {{c1::butts::}}."
Friends Season 1,12,4,to swoop in,p.v.,40 swoop in.mp3,さっと舞い降りる,Chandler: What are you still doing here? She just broke up with the guy. It’s time for you to {{c1::swoop in::さっと舞い降りる}}.
Friends Season 1,12,4,Catholic,adj.,41 Catholic.mp3,キリスト教の,"Chandler: My {{c1::Catholic::キリスト教の}} friend is right. She’s distraught. You’re there for her. You pick up the pieces, and then, you usher in...the age of Ross!"
Friends Season 1,12,4,distraught,adj.,42 distraught.mp3,取り乱した,"Chandler: My Catholic friend is right. She’s {{c1::distraught::取り乱した}}. You’re there for her. You pick up the pieces, and then, you usher in...the age of Ross!"
Friends Season 1,12,4,to pick up the pieces,p.v.,43 pick up the pieces.mp3,困難な状況を修復する,"Chandler: My Catholic friend is right. She’s distraught. You’re there for her. You {{c1::pick up the pieces::困難な状況を修復する}}, and then, you usher in...the age of Ross!"
Friends Season 1,12,4,to usher in,p.v.,44 usher in.mp3,導く,"Chandler: My Catholic friend is right. She’s distraught. You’re there for her. You pick up the pieces, and then, you {{c1::usher in::導く}}...the age of Ross!"
Friends Season 1,12,5,to stare,v.,45 stare.mp3,じっと見る,"Monica: Alright, don't {{c1::stare::じっと見る}}. Okay, she just finished throwing his clothes off the balcony. Now there's just a lot of gesturing and arm-waving."
Friends Season 1,12,5,to gesture,v.,46 gesture.mp3,ジェスチャー,"Monica: Alright, don't stare. Okay, she just finished throwing his clothes off the balcony. Now there's just a lot of {{c1::gesturing::ジェスチャー}} and arm-waving."
Friends Season 1,12,5,to bubble,v.,47 bubbles.mp3,泡立つ,"Monica: Paolo, I really hate you for what you did to Rachel, but I still have five of these, so heat it at 375 until the cheese {{c1::bubbles::泡立つ}}."
Friends Season 1,12,5,overwhelmed,adj.,48 overwhelmed.mp3,打ちのめされる,"Ross: Oh you guys, I–I really think just one of us should go out there so she’s not {{c1::overwhelmed::打ちのめされる}}."
Friends Season 1,12,5,to deserve,v.,49 deserve.mp3,〜に値する,"Ross: Come here. Listen, you {{c1::deserve::〜に値する}} so much better than him. You know, I mean, you, you... You should be with a guy who knows what he has when he has you."
Friends Season 1,12,5,to be sick of,p.v.,50 sick of.mp3,うんざりしている,Rachel: I am so {{c1::sick of::うんざりしている}} guys. I don't want to look at another guy. I don't want to think about another guy. I don't even want to be near another guy.
Friends Season 1,12,5,to swear off,p.v.,51 swear off.mp3,悪いものを断つ,"Ross: See, Rach, um, see, I don't think that {{c1::swearing off::悪いものを断つ}} guys, uh, altogether is the answer. I really don't, I think that what you need is to develop a more sophisticated screening process."
Friends Season 1,12,5,a screening process,n.,52 screening process.mp3,選考プロセス,"Ross: See, Rach, um, see, I don't think that swearing off guys, uh, altogether is the answer. I really don't, I think that what you need is to develop a more sophisticated {{c1::screening process::選考プロセス}}."
Friends Season 1,12,5,to be by oneself,p.v.,53 be by oneself.mp3,一人でいる,"Rachel: No. No, I just need to {{c1::be by myself::一人でいる}} for a while, you know? I just got to figure out what I want"
Friends Season 1,12,5,a shutout,n.,54 a shutout.mp3,完封試合,--Monica: Yes! And that would be a shutdown! --Joey and Chandler: {{c1::Shut-OUT::完封試合}}!
Friends Season 1,12,5,to hang out,p.v.,55 apartment.mp3,たむろする,"Monica: You guys are always {{c1::hanging out::たむろする}} in my apartment! Come on, I'll only use my left hand, huh? Come on, wussies! Alright, okay, I gotta go. "
Friends Season 1,12,5,a wussy,n.,56 a wussy.mp3,泣き虫,"Monica: You guys are always hanging out in my apartment! Come on, I'll only use my left hand, huh? Come on, {{c1::wussies::泣き虫}}! Alright, okay, I gotta go. "
